zip,cust_id,place_name,county,city,state,region
78119,64240.0,Kenedy,Karnes,Kenedy,TX,South
14427,54345.0,Castile,Wyoming,Castile,NY,Northeast
33838,64241.0,Dundee,Polk,Dundee,FL,South
53706,64242.0,Madison,Dane,Madison,WI,Midwest
32337,2744.0,Lloyd,Jefferson,Lloyd,FL,South
91355,64243.0,Valencia,Los Angeles,Valencia,CA,West
58778,64244.0,Ruso,McLean,Ruso,ND,Midwest
49622,64245.0,Central Lake,Antrim,Central Lake,MI,Midwest
33733,64246.0,Saint Petersburg,Pinellas,Saint Petersburg,FL,South
16872,64247.0,Rebersburg,Centre,Rebersburg,PA,Northeast
1151,29953.0,Indian Orchard,Hampden,Indian Orchard,MA,Northeast
1037,64248.0,Hardwick,Worcester,Hardwick,MA,Northeast
66776,44706.0,Thayer,Neosho,Thayer,KS,Midwest
95328,64249.0,Keyes,Stanislaus,Keyes,CA,West
23845,64250.0,Ebony,Brunswick,Ebony,VA,South
66030,64251.0,Gardner,Johnson,Gardner,KS,Midwest
52175,64252.0,West Union,Fayette,West Union,IA,Midwest
28114,64253.0,Mooresboro,Cleveland,Mooresboro,NC,South
84530,64254.0,La Sal,San Juan,La Sal,UT,West
26678,64255.0,Mount Lookout,Nicholas,Mount Lookout,WV,South
2743,64256.0,Acushnet,Bristol,Acushnet,MA,Northeast
41773,50288.0,Vicco,Perry,Vicco,KY,South
33160,64257.0,North Miami Beach,Miami-Dade,North Miami Beach,FL,South
21111,64258.0,Monkton,Baltimore,Monkton,MD,South
81420,64259.0,Lazear,Delta,Lazear,CO,West
48130,64260.0,Dexter,Washtenaw,Dexter,MI,Midwest
16048,44779.0,North Washington,Butler,North Washington,PA,Northeast
27512,64261.0,Cary,Wake,Cary,NC,South
31763,34460.0,Leesburg,Lee,Leesburg,GA,South
38449,64262.0,Ardmore,Giles,Ardmore,TN,South
67332,64263.0,Bartlett,Labette,Bartlett,KS,Midwest
27822,64264.0,Elm City,Wilson,Elm City,NC,South
26361,11419.0,Gypsy,Harrison,Gypsy,WV,South
40224,64265.0,Louisville,Jefferson,Louisville,KY,South
85734,64266.0,Tucson,Pima,Tucson,AZ,West
43973,25671.0,Freeport,Harrison,Freeport,OH,Midwest
30056,64267.0,Newborn,Newton,Newborn,GA,South
87158,64268.0,Albuquerque,Bernalillo,Albuquerque,NM,West
38630,64269.0,Farrell,Coahoma,Farrell,MS,South
32664,64270.0,Mc Intosh,Marion,Mc Intosh,FL,South
37602,64271.0,Johnson City,Washington,Johnson City,TN,South
16844,64272.0,Julian,Centre,Julian,PA,Northeast
10276,64273.0,New York City,New York,New York City,NY,Northeast
64437,64274.0,Craig,Holt,Craig,MO,Midwest
94561,64275.0,Oakley,Contra Costa,Oakley,CA,West
28471,2267.0,Watha,Pender,Watha,NC,South
13674,64276.0,Pierrepont Manor,Jefferson,Pierrepont Manor,NY,Northeast
55711,64277.0,Brookston,St. Louis,Brookston,MN,Midwest
10931,64278.0,Hillburn,Rockland,Hillburn,NY,Northeast
23054,64279.0,Fife,Goochland,Fife,VA,South
10118,64280.0,New York City,New York,New York City,NY,Northeast
25728,64281.0,Huntington,Cabell,Huntington,WV,South
76624,13445.0,Axtell,McLennan,Axtell,TX,South
98465,64282.0,Tacoma,Pierce,Tacoma,WA,West
66501,64283.0,Mc Farland,Wabaunsee,Mc Farland,KS,Midwest
56678,64284.0,Solway,Beltrami,Solway,MN,Midwest
68336,64285.0,Davey,Lancaster,Davey,NE,Midwest
7044,64286.0,Verona,Essex,Verona,NJ,Northeast
42755,22786.0,Leitchfield,Grayson,Leitchfield,KY,South
12865,64287.0,Salem,Washington,Salem,NY,Northeast
44636,64288.0,Kidron,Wayne,Kidron,OH,Midwest
78852,64289.0,Eagle Pass,Maverick,Eagle Pass,TX,South
24009,64290.0,Roanoke,Roanoke (city),Roanoke,VA,South
43939,64291.0,Mount Pleasant,Jefferson,Mount Pleasant,OH,Midwest
69331,64292.0,Angora,Morrill,Angora,NE,Midwest
67521,64293.0,Brownell,Ness,Brownell,KS,Midwest
63541,64294.0,Glenwood,Schuyler,Glenwood,MO,Midwest
95448,64295.0,Healdsburg,Sonoma,Healdsburg,CA,West
65804,64296.0,Springfield,Greene,Springfield,MO,Midwest
68380,64297.0,Lewiston,Pawnee,Lewiston,NE,Midwest
77086,64298.0,Houston,Harris,Houston,TX,South
13757,64299.0,East Meredith,Delaware,East Meredith,NY,Northeast
90846,64300.0,Long Beach,Los Angeles,Long Beach,CA,West
45201,64301.0,Cincinnati,Hamilton,Cincinnati,OH,Midwest
30429,64302.0,Hagan,Evans,Hagan,GA,South
64079,64303.0,Platte City,Platte,Platte City,MO,Midwest
19734,64304.0,Townsend,New Castle,Townsend,DE,South
78414,64305.0,Corpus Christi,Nueces,Corpus Christi,TX,South
78237,19595.0,San Antonio,Bexar,San Antonio,TX,South
13225,64306.0,Syracuse,Onondaga,Syracuse,NY,Northeast
8260,35132.0,Wildwood,Cape May,Wildwood,NJ,Northeast
58356,64307.0,New Rockford,Eddy,New Rockford,ND,Midwest
54464,64308.0,Phlox,Langlade,Phlox,WI,Midwest
88132,64309.0,Rogers,Roosevelt,Rogers,NM,West
37996,64310.0,Knoxville,Knox,Knoxville,TN,South
17820,64311.0,Catawissa,Columbia,Catawissa,PA,Northeast
33602,64312.0,Tampa,Hillsborough,Tampa,FL,South
95678,33054.0,Roseville,Placer,Roseville,CA,West
5840,64313.0,Granby,Essex,Granby,VT,Northeast
54888,64314.0,Trego,Washburn,Trego,WI,Midwest
78954,64315.0,Round Top,Fayette,Round Top,TX,South
10940,64316.0,Middletown,Orange,Middletown,NY,Northeast
89564,64317.0,Reno,Washoe,Reno,NV,West
31732,64318.0,Cedar Springs,Early,Cedar Springs,GA,South
32727,64319.0,Eustis,Lake,Eustis,FL,South
56050,64320.0,Kasota,Le Sueur,Kasota,MN,Midwest
30903,64321.0,Augusta,Richmond,Augusta,GA,South
55384,64322.0,Spring Park,Hennepin,Spring Park,MN,Midwest
64438,64323.0,Darlington,Gentry,Darlington,MO,Midwest
87180,64324.0,Albuquerque,Bernalillo,Albuquerque,NM,West
38393,64325.0,Chewalla,McNairy,Chewalla,TN,South
33761,23155.0,Clearwater,Pinellas,Clearwater,FL,South
45630,26853.0,Friendship,Scioto,Friendship,OH,Midwest
48654,64326.0,Rose City,Ogemaw,Rose City,MI,Midwest
11413,64327.0,Springfield Gardens,Queens,Springfield Gardens,NY,Northeast
30058,64328.0,Lithonia,DeKalb,Lithonia,GA,South
49328,64329.0,Hopkins,Allegan,Hopkins,MI,Midwest
51520,64330.0,Arion,Crawford,Arion,IA,Midwest
7458,64331.0,Saddle River,Bergen,Saddle River,NJ,Northeast
36351,64332.0,New Brockton,Coffee,New Brockton,AL,South
28516,64333.0,Beaufort,Carteret,Beaufort,NC,South
33858,64334.0,Loughman,Polk,Loughman,FL,South
33077,64335.0,Pompano Beach,Broward,Pompano Beach,FL,South
90095,64336.0,Los Angeles,Los Angeles,Los Angeles,CA,West
54135,64337.0,Keshena,Menominee,Keshena,WI,Midwest
84044,64338.0,Magna,Salt Lake,Magna,UT,West
89160,64339.0,Las Vegas,Clark,Las Vegas,NV,West
8646,7548.0,Trenton,Mercer,Trenton,NJ,Northeast
94915,64340.0,San Rafael,Marin,San Rafael,CA,West
45162,64341.0,Pleasant Plain,Warren,Pleasant Plain,OH,Midwest
27020,64342.0,Hamptonville,Yadkin,Hamptonville,NC,South
98282,64343.0,Camano Island,Island,Camano Island,WA,West
77251,64344.0,Houston,Harris,Houston,TX,South
34243,64345.0,Sarasota,Manatee,Sarasota,FL,South
95929,64346.0,Chico,Butte,Chico,CA,West
10984,64347.0,Thiells,Rockland,Thiells,NY,Northeast
2494,64348.0,Needham,Norfolk,Needham,MA,Northeast
91188,9787.0,Pasadena,Los Angeles,Pasadena,CA,West
81032,64349.0,Cokedale,Cokedale,Cokedale,CO,West
61825,64350.0,Champaign,Champaign,Champaign,IL,Midwest
48322,43793.0,West Bloomfield,Oakland,West Bloomfield,MI,Midwest
93792,64351.0,Fresno,Fresno,Fresno,CA,West
38767,64352.0,Rena Lara,Coahoma,Rena Lara,MS,South
77383,64353.0,Spring,Harris,Spring,TX,South
24520,64354.0,Alton,Halifax,Alton,VA,South
50569,64355.0,Otho,Webster,Otho,IA,Midwest
98934,64356.0,Kittitas,Kittitas,Kittitas,WA,West
87180,4281.0,Albuquerque,Bernalillo,Albuquerque,NM,West
97471,30782.0,Roseburg,Douglas,Roseburg,OR,West
33320,64357.0,Fort Lauderdale,Broward,Fort Lauderdale,FL,South
90810,64358.0,Long Beach,Los Angeles,Long Beach,CA,West
12504,64359.0,Annandale On Hudson,Dutchess,Annandale On Hudson,NY,Northeast
12543,64360.0,Maybrook,Orange,Maybrook,NY,Northeast
78563,64361.0,Linn,Hidalgo,Linn,TX,South
59804,48306.0,Missoula,Missoula,Missoula,MT,West
11542,64362.0,Glen Cove,Nassau,Glen Cove,NY,Northeast
15663,64363.0,Madison,Westmoreland,Madison,PA,Northeast
28348,64364.0,Hope Mills,Cumberland,Hope Mills,NC,South
82053,64365.0,Burns,Laramie,Burns,WY,West
94977,39658.0,Larkspur,Marin,Larkspur,CA,West
44701,64366.0,Canton,Stark,Canton,OH,Midwest
37321,64367.0,Dayton,Rhea,Dayton,TN,South
31525,64368.0,Brunswick,Glynn,Brunswick,GA,South
30175,64369.0,Talking Rock,Pickens,Talking Rock,GA,South
93524,64370.0,Edwards,Kern,Edwards,CA,West
90301,46573.0,Inglewood,Los Angeles,Inglewood,CA,West
78584,64371.0,Roma,Starr,Roma,TX,South
28254,64372.0,Charlotte,Mecklenburg,Charlotte,NC,South
28746,64373.0,Lake Lure,Rutherford,Lake Lure,NC,South
67023,64374.0,Cambridge,Cowley,Cambridge,KS,Midwest
65762,64375.0,Thornfield,Ozark,Thornfield,MO,Midwest
44125,64376.0,Cleveland,Cuyahoga,Cleveland,OH,Midwest
17602,64377.0,Lancaster,Lancaster,Lancaster,PA,Northeast
18929,64378.0,Jamison,Bucks,Jamison,PA,Northeast
46345,64379.0,Kingsbury,LaPorte,Kingsbury,IN,Midwest
38374,64380.0,Scotts Hill,Decatur,Scotts Hill,TN,South
52624,64381.0,Denmark,Lee,Denmark,IA,Midwest
4446,64382.0,Haynesville,Haynesville,Haynesville,ME,Northeast
63739,38634.0,Burfordville,Cape Girardeau,Burfordville,MO,Midwest
92353,64383.0,Lakeview,Lakeview,Lakeview,CA,West
90813,64384.0,Long Beach,Los Angeles,Long Beach,CA,West
30112,64385.0,Carrollton,Carrollton,Carrollton,GA,South
97487,50340.0,Veneta,Lane,Veneta,OR,West
22511,64386.0,Lottsburg,Northumberland,Lottsburg,VA,South
2146,64387.0,Brookline,Norfolk,Brookline,MA,Northeast
99203,35248.0,Spokane,Spokane,Spokane,WA,West
4949,64388.0,Liberty,Waldo,Liberty,ME,Northeast
52166,64389.0,Saint Lucas,Fayette,Saint Lucas,IA,Midwest
85607,64390.0,Douglas,Cochise,Douglas,AZ,West
98903,64391.0,Yakima,Yakima,Yakima,WA,West
12115,64392.0,Malden Bridge,Columbia,Malden Bridge,NY,Northeast
60450,64393.0,Morris,Grundy,Morris,IL,Midwest
45039,64394.0,Maineville,Warren,Maineville,OH,Midwest
33544,64395.0,Zephyrhills,Pasco,Zephyrhills,FL,South
59936,64396.0,West Glacier,Flathead,West Glacier,MT,West
19177,64397.0,Philadelphia,Philadelphia,Philadelphia,PA,Northeast
60630,64398.0,Chicago,Cook,Chicago,IL,Midwest
77487,64399.0,Sugar Land,Fort Bend,Sugar Land,TX,South
41121,64400.0,Argillite,Greenup,Argillite,KY,South
6032,64401.0,Farmington,Hartford,Farmington,CT,Northeast
31760,64402.0,Irwinville,Irwin,Irwinville,GA,South
36038,64403.0,Gantt,Covington,Gantt,AL,South
52542,64404.0,Cantril,Van Buren,Cantril,IA,Midwest
49012,64405.0,Augusta,Kalamazoo,Augusta,MI,Midwest
47022,64406.0,Guilford,Dearborn,Guilford,IN,Midwest
39346,64407.0,Noxapater,Winston,Noxapater,MS,South
90301,64408.0,Inglewood,Los Angeles,Inglewood,CA,West
19406,64409.0,King Of Prussia,Montgomery,King Of Prussia,PA,Northeast
37152,64410.0,Ridgetop,Robertson,Ridgetop,TN,South
27321,64411.0,Reidsville,Rockingham,Reidsville,NC,South
7974,64412.0,New Providence,Union,New Providence,NJ,Northeast
63876,64413.0,Senath,Dunklin,Senath,MO,Midwest
95669,64414.0,Plymouth,Amador,Plymouth,CA,West
47598,64415.0,Winslow,Pike,Winslow,IN,Midwest
35979,64416.0,Higdon,Jackson,Higdon,AL,South
38075,64417.0,Whiteville,Hardeman,Whiteville,TN,South
43213,64418.0,Columbus,Franklin,Columbus,OH,Midwest
14067,64419.0,Gasport,Niagara,Gasport,NY,Northeast
77627,23400.0,Nederland,Jefferson,Nederland,TX,South
62273,64420.0,Pierron,Bond,Pierron,IL,Midwest
99737,64421.0,Delta Junction,Southeast Fairbanks (C,Delta Junction,AK,West
29851,64422.0,Warrenville,Aiken,Warrenville,SC,South
43204,64423.0,Columbus,Franklin,Columbus,OH,Midwest
1903,64424.0,Lynn,Essex,Lynn,MA,Northeast
40320,64425.0,Ford,Clark,Ford,KY,South
95608,56113.0,Carmichael,Sacramento,Carmichael,CA,West
26146,64426.0,Friendly,Tyler,Friendly,WV,South
98222,64427.0,Blakely Island,San Juan,Blakely Island,WA,West
77351,64428.0,Livingston,Polk,Livingston,TX,South
75963,64429.0,Nacogdoches,Nacogdoches,Nacogdoches,TX,South
28511,64430.0,Atlantic,Carteret,Atlantic,NC,South
71375,64431.0,Waterproof,Tensas,Waterproof,LA,South
1463,64432.0,Pepperell,Middlesex,Pepperell,MA,Northeast
52164,64433.0,Randalia,Fayette,Randalia,IA,Midwest
38343,64434.0,Humboldt,Gibson,Humboldt,TN,South
16738,50111.0,Lewis Run,McKean,Lewis Run,PA,Northeast
68057,64435.0,Scribner,Dodge,Scribner,NE,Midwest
3813,64436.0,Center Conway,Carroll,Center Conway,NH,Northeast
87701,64437.0,Las Vegas,San Miguel,Las Vegas,NM,West
60967,64438.0,Stockland,Iroquois,Stockland,IL,Midwest
48435,64439.0,Fostoria,Tuscola,Fostoria,MI,Midwest
94927,64440.0,Rohnert Park,Sonoma,Rohnert Park,CA,West
23873,64441.0,Meredithville,Brunswick,Meredithville,VA,South
23192,64442.0,Montpelier,Hanover,Montpelier,VA,South
49312,64443.0,Brohman,Newaygo,Brohman,MI,Midwest
69334,64444.0,Bayard,Morrill,Bayard,NE,Midwest
8323,64445.0,Greenwich,Cumberland,Greenwich,NJ,Northeast
68301,49034.0,Adams,Gage,Adams,NE,Midwest
24377,64446.0,Tannersville,Tazewell,Tannersville,VA,South
67632,39404.0,Damar,Rooks,Damar,KS,Midwest
37680,64447.0,Laurel Bloomery,Johnson,Laurel Bloomery,TN,South
53962,64448.0,Union Center,Juneau,Union Center,WI,Midwest
20794,64449.0,Jessup,Howard,Jessup,MD,South
38829,64450.0,Booneville,Prentiss,Booneville,MS,South
91426,64451.0,Encino,Los Angeles,Encino,CA,West
98343,64452.0,Joyce,Clallam,Joyce,WA,West
63532,64453.0,Bevier,Macon,Bevier,MO,Midwest
77454,64454.0,Lissie,Wharton,Lissie,TX,South
79943,64455.0,El Paso,El Paso,El Paso,TX,South
74801,64456.0,Shawnee,Pottawatomie,Shawnee,OK,South
31201,45940.0,Macon,Bibb,Macon,GA,South
48088,64457.0,Warren,Macomb,Warren,MI,Midwest
26230,64458.0,Pickens,Randolph,Pickens,WV,South
20038,1054.0,Washington,District of Columbia,Washington,DC,South
42259,64459.0,Mammoth Cave,Edmonson,Mammoth Cave,KY,South
55155,64460.0,Saint Paul,Ramsey,Saint Paul,MN,Midwest
60455,64461.0,Bridgeview,Cook,Bridgeview,IL,Midwest
48204,64462.0,Detroit,Wayne,Detroit,MI,Midwest
74844,64463.0,Francis,Pontotoc,Francis,OK,South
73566,64464.0,Snyder,Kiowa,Snyder,OK,South
73006,64465.0,Apache,Caddo,Apache,OK,South
16720,51092.0,Austin,Potter,Austin,PA,Northeast
52320,64466.0,Olin,Jones,Olin,IA,Midwest
18840,64467.0,Sayre,Bradford,Sayre,PA,Northeast
97304,64468.0,Salem,Polk,Salem,OR,West
78572,64469.0,Mission,Hidalgo,Mission,TX,South
61519,64470.0,Bryant,Fulton,Bryant,IL,Midwest
20848,64471.0,Rockville,Montgomery,Rockville,MD,South
93261,13236.0,Richgrove,Tulare,Richgrove,CA,West
10923,64472.0,Garnerville,Rockland,Garnerville,NY,Northeast
1529,64473.0,Millville,Worcester,Millville,MA,Northeast
29901,64474.0,Beaufort,Beaufort,Beaufort,SC,South
4967,32225.0,Pittsfield,Somerset,Pittsfield,ME,Northeast
63145,64475.0,Saint Louis,St. Louis,Saint Louis,MO,Midwest
23514,64476.0,Norfolk,Norfolk (city),Norfolk,VA,South
74349,64477.0,Ketchum,Mayes,Ketchum,OK,South
91333,2864.0,Pacoima,Los Angeles,Pacoima,CA,West
27552,64478.0,Mamers,Harnett,Mamers,NC,South
61283,64479.0,Tampico,Whiteside,Tampico,IL,Midwest
74754,64480.0,Ringold,McCurtain,Ringold,OK,South
76003,64481.0,Arlington,Tarrant,Arlington,TX,South
53122,64482.0,Elm Grove,Waukesha,Elm Grove,WI,Midwest
19046,45411.0,Jenkintown,Montgomery,Jenkintown,PA,Northeast
42768,64483.0,Peytonsburg,Peytonsburg,Peytonsburg,KY,South
4081,25344.0,South Waterford,Oxford,South Waterford,ME,Northeast
34677,64484.0,Oldsmar,Pinellas,Oldsmar,FL,South
1369,64485.0,Shattuckville,Franklin,Shattuckville,MA,Northeast
20578,42338.0,Washington,District of Columbia,Washington,DC,South
39114,64486.0,Mendenhall,Simpson,Mendenhall,MS,South
60182,64487.0,Virgil,Kane,Virgil,IL,Midwest
63826,54539.0,Braggadocio,Pemiscot,Braggadocio,MO,Midwest
30914,39908.0,Augusta,Richmond,Augusta,GA,South
98075,12928.0,Sammamish,King,Sammamish,WA,West
82944,64488.0,Robertson,Uinta,Robertson,WY,West
59833,64489.0,Florence,Ravalli,Florence,MT,West
32573,64490.0,Pensacola,Escambia,Pensacola,FL,South
3034,64491.0,Candia,Rockingham,Candia,NH,Northeast
38731,64492.0,Chatham,Washington,Chatham,MS,South
8008,64493.0,Beach Haven,Ocean,Beach Haven,NJ,Northeast
10923,64494.0,Garnerville,Rockland,Garnerville,NY,Northeast
85307,40100.0,Glendale,Maricopa,Glendale,AZ,West
66757,64495.0,Neodesha,Wilson,Neodesha,KS,Midwest
35670,64496.0,Somerville,Morgan,Somerville,AL,South
78884,9474.0,Utopia,Uvalde,Utopia,TX,South
4987,64497.0,Troy,Waldo,Troy,ME,Northeast
36617,1320.0,Mobile,Mobile,Mobile,AL,South
63965,64498.0,Van Buren,Carter,Van Buren,MO,Midwest
95502,64499.0,Eureka,Humboldt,Eureka,CA,West
37381,64500.0,Spring City,Rhea,Spring City,TN,South
47034,64501.0,Napoleon,Ripley,Napoleon,IN,Midwest
33413,64502.0,West Palm Beach,Palm Beach,West Palm Beach,FL,South
36548,64503.0,Leroy,Washington,Leroy,AL,South
32801,64504.0,Orlando,Orange,Orlando,FL,South
56063,64505.0,Madison Lake,Blue Earth,Madison Lake,MN,Midwest
57725,64506.0,Caputa,Pennington,Caputa,SD,Midwest
61864,44854.0,Philo,Champaign,Philo,IL,Midwest
73901,64507.0,Adams,Texas,Adams,OK,South
33482,64508.0,Delray Beach,Palm Beach,Delray Beach,FL,South
75436,64509.0,Detroit,Red River,Detroit,TX,South
21771,64510.0,Mount Airy,Frederick,Mount Airy,MD,South
20711,64511.0,Lothian,Anne Arundel,Lothian,MD,South
76306,64512.0,Wichita Falls,Wichita,Wichita Falls,TX,South
3464,8674.0,Stoddard,Cheshire,Stoddard,NH,Northeast
74651,64513.0,Red Rock,Noble,Red Rock,OK,South
17112,64514.0,Harrisburg,Dauphin,Harrisburg,PA,Northeast
97907,64515.0,Huntington,Baker,Huntington,OR,West
30464,64516.0,Stillmore,Emanuel,Stillmore,GA,South
48003,64517.0,Almont,Lapeer,Almont,MI,Midwest
99114,20207.0,Colville,Stevens,Colville,WA,West
68031,64518.0,Hooper,Dodge,Hooper,NE,Midwest
66006,64519.0,Baldwin City,Douglas,Baldwin City,KS,Midwest
28254,26664.0,Charlotte,Mecklenburg,Charlotte,NC,South
74534,64520.0,Centrahoma,Coal,Centrahoma,OK,South
15770,64521.0,Ringgold,Jefferson,Ringgold,PA,Northeast
35504,64522.0,Jasper,Walker,Jasper,AL,South
37376,49043.0,Sherwood,Franklin,Sherwood,TN,South
15338,64523.0,Greensboro,Greene,Greensboro,PA,Northeast
22071,11536.0,Herndon,Herndon,Herndon,VA,South
30525,64524.0,Clayton,Rabun,Clayton,GA,South
17024,64525.0,Elliottsburg,Perry,Elliottsburg,PA,Northeast
85551,64526.0,Solomon,Graham,Solomon,AZ,West
37757,64527.0,Jacksboro,Campbell,Jacksboro,TN,South
30115,64528.0,Canton,Cherokee,Canton,GA,South
37928,54637.0,Knoxville,Knox,Knoxville,TN,South
23456,64529.0,Virginia Beach,Virginia Beach (city),Virginia Beach,VA,South
80165,40509.0,Littleton,Arapahoe,Littleton,CO,West
26410,64530.0,Newburg,Preston,Newburg,WV,South
73189,64531.0,Oklahoma City,Oklahoma,Oklahoma City,OK,South
45245,57308.0,Cincinnati,Clermont,Cincinnati,OH,Midwest
36773,64532.0,Safford,Dallas,Safford,AL,South
29483,64533.0,Summerville,Dorchester,Summerville,SC,South
72474,64534.0,Walcott,Greene,Walcott,AR,South
78644,64535.0,Lockhart,Caldwell,Lockhart,TX,South
40355,64536.0,New Liberty,Owen,New Liberty,KY,South
97845,17369.0,John Day,Grant,John Day,OR,West
53126,64537.0,Franksville,Racine,Franksville,WI,Midwest
84025,64538.0,Farmington,Davis,Farmington,UT,West
37665,64539.0,Kingsport,Sullivan,Kingsport,TN,South
43153,59074.0,South Solon,Madison,South Solon,OH,Midwest
41409,34807.0,Carver,Carver,Carver,KY,South
49446,31865.0,New Era,Oceana,New Era,MI,Midwest
52533,64540.0,Batavia,Jefferson,Batavia,IA,Midwest
43077,64541.0,Unionville Center,Union,Unionville Center,OH,Midwest
59648,1558.0,Wolf Creek,Lewis and Clark,Wolf Creek,MT,West
34240,64542.0,Sarasota,Sarasota,Sarasota,FL,South
49927,64543.0,Gaastra,Iron,Gaastra,MI,Midwest
15938,64544.0,Lilly,Cambria,Lilly,PA,Northeast
62289,64545.0,Summerfield,St. Clair,Summerfield,IL,Midwest
23163,64546.0,Susan,Mathews,Susan,VA,South
35226,4854.0,Birmingham,Jefferson,Birmingham,AL,South
71369,58421.0,Simmesport,Avoyelles,Simmesport,LA,South
52499,64547.0,Cedar Rapids,Linn,Cedar Rapids,IA,Midwest
80522,64548.0,Fort Collins,Larimer,Fort Collins,CO,West
14590,64549.0,Wolcott,Wayne,Wolcott,NY,Northeast
68980,64550.0,Trumbull,Clay,Trumbull,NE,Midwest
2631,64551.0,Brewster,Barnstable,Brewster,MA,Northeast
49701,64552.0,Mackinaw City,Cheboygan,Mackinaw City,MI,Midwest
6489,64553.0,Southington,Hartford,Southington,CT,Northeast
34449,64554.0,Inglis,Levy,Inglis,FL,South
74042,64555.0,Lenapah,Nowata,Lenapah,OK,South
30077,64556.0,Roswell,Fulton,Roswell,GA,South
86442,64557.0,Bullhead City,Mohave,Bullhead City,AZ,West
85628,64558.0,Nogales,Santa Cruz,Nogales,AZ,West
81151,64559.0,Sanford,Conejos,Sanford,CO,West
54978,64560.0,Tilleda,Shawano,Tilleda,WI,Midwest
53156,2784.0,Palmyra,Jefferson,Palmyra,WI,Midwest
30059,64561.0,Mableton,Mableton,Mableton,GA,South
29933,64562.0,Miley,Hampton,Miley,SC,South
56093,64563.0,Waseca,Waseca,Waseca,MN,Midwest
44147,31962.0,Broadview Heights,Cuyahoga,Broadview Heights,OH,Midwest
95205,64564.0,Stockton,San Joaquin,Stockton,CA,West
25338,64565.0,Charleston,Kanawha,Charleston,WV,South
84051,64566.0,Mountain Home,Duchesne,Mountain Home,UT,West
51443,64567.0,Glidden,Carroll,Glidden,IA,Midwest
32401,64568.0,Panama City,Bay,Panama City,FL,South
91357,64569.0,Tarzana,Los Angeles,Tarzana,CA,West
90605,50981.0,Whittier,Los Angeles,Whittier,CA,West
10552,64570.0,Mount Vernon,Westchester,Mount Vernon,NY,Northeast
50247,64571.0,State Center,Marshall,State Center,IA,Midwest
41651,4049.0,Minnie,Floyd,Minnie,KY,South
79106,64572.0,Amarillo,Potter,Amarillo,TX,South
71750,64573.0,Lawson,Union,Lawson,AR,South
68007,64574.0,Bennington,Douglas,Bennington,NE,Midwest
59351,64575.0,Volborg,Custer,Volborg,MT,West
79110,64576.0,Amarillo,Randall,Amarillo,TX,South
41224,64577.0,Inez,Martin,Inez,KY,South
71766,64578.0,Thornton,Calhoun,Thornton,AR,South
14710,64579.0,Ashville,Chautauqua,Ashville,NY,Northeast
30366,4782.0,Atlanta,DeKalb,Atlanta,GA,South
95556,64580.0,Orleans,Humboldt,Orleans,CA,West
89502,64581.0,Reno,Washoe,Reno,NV,West
43015,64582.0,Delaware,Delaware,Delaware,OH,Midwest
59758,64583.0,West Yellowstone,Gallatin,West Yellowstone,MT,West
12092,64584.0,Howes Cave,Schoharie,Howes Cave,NY,Northeast
35661,64585.0,Muscle Shoals,Colbert,Muscle Shoals,AL,South
30142,64586.0,Holly Springs,Cherokee,Holly Springs,GA,South
91963,64587.0,Potrero,San Diego,Potrero,CA,West
36533,64588.0,Fairhope,Baldwin,Fairhope,AL,South
26615,64589.0,Copen,Braxton,Copen,WV,South
11120,64590.0,Long Island City,Queens,Long Island City,NY,Northeast
10090,64591.0,New York City,New York,New York City,NY,Northeast
18342,64592.0,Mountainhome,Monroe,Mountainhome,PA,Northeast
27893,64593.0,Wilson,Wilson,Wilson,NC,South
8226,42552.0,Ocean City,Cape May,Ocean City,NJ,Northeast
76845,64594.0,Gouldbusk,Coleman,Gouldbusk,TX,South
41503,64595.0,South Williamson,Pike,South Williamson,KY,South
12993,64596.0,Westport,Essex,Westport,NY,Northeast
59008,57768.0,Belfry,Carbon,Belfry,MT,West
33455,64597.0,Hobe Sound,Martin,Hobe Sound,FL,South
65721,64598.0,Ozark,Christian,Ozark,MO,Midwest
50028,64599.0,Baxter,Jasper,Baxter,IA,Midwest
8342,64600.0,Mizpah,Atlantic,Mizpah,NJ,Northeast
63705,64601.0,Cape Girardeau,Cape Girardeau,Cape Girardeau,MO,Midwest
10154,32512.0,New York City,New York,New York City,NY,Northeast
26750,64602.0,Piedmont,Mineral,Piedmont,WV,South
20097,64603.0,Washington,District of Columbia,Washington,DC,South
20501,64604.0,Washington,District of Columbia,Washington,DC,South
65714,64605.0,Nixa,Christian,Nixa,MO,Midwest
27824,64606.0,Engelhard,Hyde,Engelhard,NC,South
13480,58049.0,Waterville,Oneida,Waterville,NY,Northeast
47006,64607.0,Batesville,Ripley,Batesville,IN,Midwest
2558,54125.0,Onset,Plymouth,Onset,MA,Northeast
78382,13600.0,Rockport,Aransas,Rockport,TX,South
80631,64608.0,Greeley,Weld,Greeley,CO,West
11553,64609.0,Uniondale,Nassau,Uniondale,NY,Northeast
68948,64610.0,Holbrook,Furnas,Holbrook,NE,Midwest
70653,64611.0,Merryville,Beauregard,Merryville,LA,South
93637,10409.0,Madera,Madera,Madera,CA,West
62635,64612.0,Emden,Logan,Emden,IL,Midwest
78657,64613.0,Marble Falls,Burnet,Marble Falls,TX,South
34136,21597.0,Bonita Springs,Lee,Bonita Springs,FL,South
83839,64614.0,Kingston,Shoshone,Kingston,ID,West
